,year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
75246,2019,10,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1320.0,200.0,69.72,3.22,75.34,0.24,51.49,9.0,2.0,13212.0,4845.0,103.0,4583.0,9.0,3672.0
75249,2019,10,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3327.0,482.0,179.32,15.56,124.95,0.02,162.15,25.0,7.0,36538.0,16889.0,1286.0,4821.0,1.0,13541.0
75251,2019,10,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",2281.0,568.0,105.78,5.21,312.72,0.0,144.28,41.0,5.0,32855.0,6247.0,266.0,17007.0,0.0,9335.0
75263,2019,10,AA,American Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",619.0,118.0,46.04,2.3,28.92,0.0,40.73,6.0,0.0,6338.0,2079.0,122.0,1115.0,0.0,3022.0
75266,2019,10,AA,American Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",88.0,6.0,3.05,0.0,0.53,0.0,2.42,0.0,0.0,225.0,134.0,0.0,17.0,0.0,74.0
75271,2019,10,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",5751.0,1024.0,242.87,16.94,351.2,1.32,411.66,25.0,5.0,64760.0,17878.0,1555.0,16207.0,113.0,29007.0
75276,2019,10,AA,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4735.0,653.0,235.22,12.41,186.56,0.52,218.29,25.0,5.0,50504.0,24700.0,982.0,6727.0,14.0,18081.0
75291,2019,10,AA,American Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",635.0,153.0,44.17,5.42,53.92,0.0,49.49,2.0,2.0,8487.0,2588.0,329.0,2061.0,0.0,3509.0
75292,2019,10,AA,American Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",1115.0,243.0,83.92,6.55,84.23,0.0,68.3,12.0,1.0,13363.0,4753.0,862.0,2858.0,0.0,4890.0
75293,2019,10,AA,American Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",317.0,61.0,28.47,1.71,11.44,0.0,19.37,3.0,0.0,3201.0,1736.0,50.0,384.0,0.0,1031.0
75295,2019,10,AA,American Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",338.0,77.0,20.47,3.63,25.72,0.04,27.14,3.0,0.0,3790.0,836.0,232.0,718.0,7.0,1997.0
75299,2019,10,AA,American Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",698.0,115.0,38.05,4.15,31.81,0.0,40.99,6.0,0.0,6159.0,1722.0,512.0,1008.0,0.0,2917.0
75312,2019,10,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",57.0,6.0,2.54,0.0,2.58,0.0,0.88,0.0,0.0,240.0,123.0,0.0,74.0,0.0,43.0
75325,2019,10,AS,Alaska Airlines Inc.,DEN,"Denver, CO: Denver International",148.0,29.0,10.25,2.6,11.58,0.0,4.57,2.0,0.0,1546.0,566.0,261.0,474.0,0.0,245.0
75326,2019,10,AS,Alaska Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",119.0,13.0,4.22,1.0,5.78,0.0,2.0,0.0,0.0,919.0,172.0,57.0,617.0,0.0,73.0
75328,2019,10,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",332.0,62.0,2.69,1.0,53.43,0.0,4.88,1.0,0.0,3088.0,94.0,69.0,2673.0,0.0,252.0
75336,2019,10,AS,Alaska Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",426.0,68.0,15.0,0.32,38.43,0.0,14.25,2.0,2.0,4028.0,1252.0,16.0,1998.0,0.0,762.0
75341,2019,10,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1734.0,224.0,59.51,0.5,76.23,0.0,87.76,9.0,2.0,10944.0,3832.0,17.0,2509.0,0.0,4586.0
75346,2019,10,AS,Alaska Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",92.0,15.0,3.47,0.82,2.87,0.0,7.84,1.0,0.0,730.0,354.0,53.0,80.0,0.0,243.0
75348,2019,10,AS,Alaska Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",195.0,30.0,10.01,0.63,9.99,0.0,9.37,1.0,0.0,1704.0,634.0,21.0,383.0,0.0,666.0
75353,2019,10,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",326.0,47.0,11.37,1.0,21.4,0.0,13.24,1.0,0.0,3663.0,1267.0,33.0,1521.0,0.0,842.0
75357,2019,10,AS,Alaska Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",186.0,21.0,9.61,1.25,4.92,0.0,5.21,0.0,1.0,917.0,429.0,104.0,150.0,0.0,234.0
75367,2019,10,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",5789.0,1104.0,169.88,7.17,677.48,1.37,248.11,25.0,13.0,51872.0,13182.0,574.0,21864.0,59.0,16193.0
75368,2019,10,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",1908.0,276.0,82.44,6.29,82.5,1.0,103.77,17.0,1.0,16263.0,6404.0,599.0,3173.0,16.0,6071.0
75370,2019,10,AS,Alaska Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",684.0,90.0,25.51,2.91,19.97,0.0,41.61,7.0,1.0,4638.0,1913.0,154.0,475.0,0.0,2096.0
75371,2019,10,AS,Alaska Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",71.0,12.0,6.86,0.0,1.43,0.0,3.71,0.0,0.0,392.0,237.0,0.0,57.0,0.0,98.0
75374,2019,10,AS,Alaska Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",57.0,6.0,0.89,1.0,2.11,0.0,2.0,0.0,0.0,181.0,34.0,57.0,44.0,0.0,46.0
75382,2019,10,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",282.0,51.0,22.92,0.0,16.62,0.0,11.46,1.0,0.0,2436.0,1008.0,0.0,722.0,0.0,706.0
75394,2019,10,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",146.0,32.0,19.94,0.0,3.91,0.0,8.15,1.0,0.0,2029.0,1165.0,0.0,199.0,0.0,665.0
75396,2019,10,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",88.0,24.0,8.05,0.0,8.92,0.96,6.06,0.0,0.0,974.0,326.0,0.0,322.0,48.0,278.0
75397,2019,10,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",57.0,12.0,4.97,0.0,7.03,0.0,0.0,0.0,0.0,334.0,122.0,0.0,212.0,0.0,0.0
75399,2019,10,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",718.0,242.0,41.31,0.35,149.13,0.0,51.21,0.0,2.0,19769.0,3910.0,28.0,11353.0,0.0,4478.0
75405,2019,10,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3471.0,524.0,183.8,4.29,134.73,1.04,200.14,32.0,16.0,43939.0,15478.0,540.0,11954.0,136.0,15831.0
75407,2019,10,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",588.0,109.0,43.22,1.91,54.33,0.66,8.88,0.0,3.0,6159.0,2378.0,875.0,1949.0,33.0,924.0
75408,2019,10,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",493.0,151.0,16.05,1.0,115.8,0.0,18.15,1.0,0.0,10906.0,1420.0,63.0,7869.0,0.0,1554.0
75411,2019,10,B6,JetBlue Airways,MSP,"Minneapolis, MN: Minneapolis-St Paul International",85.0,12.0,8.9,0.0,2.66,0.0,0.44,0.0,0.0,495.0,343.0,0.0,71.0,0.0,81.0
75414,2019,10,B6,JetBlue Airways,OAK,"Oakland, CA: Metropolitan Oakland International",79.0,9.0,3.28,0.0,1.66,0.0,4.07,0.0,0.0,739.0,348.0,0.0,147.0,0.0,244.0
75416,2019,10,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",238.0,64.0,27.9,0.0,21.85,0.17,14.08,1.0,0.0,4004.0,1960.0,0.0,862.0,8.0,1174.0
75421,2019,10,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",93.0,14.0,6.79,0.0,4.1,0.0,3.11,0.0,0.0,510.0,243.0,0.0,175.0,0.0,92.0
75434,2019,10,B6,JetBlue Airways,SEA,"Seattle, WA: Seattle/Tacoma International",176.0,33.0,11.63,0.0,15.34,0.74,5.29,0.0,0.0,1754.0,793.0,0.0,526.0,37.0,398.0
75435,2019,10,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",477.0,48.0,23.2,1.0,16.58,1.0,6.22,0.0,0.0,3407.0,1422.0,358.0,527.0,16.0,1084.0
75436,2019,10,B6,JetBlue Airways,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",110.0,14.0,5.84,0.0,2.21,1.0,4.95,0.0,0.0,1179.0,553.0,0.0,72.0,42.0,512.0
75438,2019,10,B6,JetBlue Airways,SLC,"Salt Lake City, UT: Salt Lake City International",220.0,39.0,16.08,0.0,13.52,2.0,7.41,0.0,1.0,1928.0,963.0,0.0,449.0,45.0,471.0
75450,2019,10,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",21036.0,3006.0,603.42,62.44,1485.82,3.36,850.96,2.0,22.0,153430.0,55519.0,6248.0,48762.0,359.0,42542.0
75473,2019,10,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",679.0,62.0,20.3,0.82,31.7,0.0,9.18,0.0,0.0,3075.0,1800.0,36.0,851.0,0.0,388.0
75482,2019,10,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",1022.0,160.0,39.4,2.38,90.97,1.0,26.25,1.0,2.0,11877.0,3719.0,606.0,6152.0,57.0,1343.0
75483,2019,10,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",918.0,227.0,59.91,3.17,115.5,0.0,48.42,0.0,24.0,15545.0,3926.0,308.0,6994.0,0.0,4317.0
75488,2019,10,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",524.0,141.0,25.6,1.95,94.95,0.0,18.51,0.0,1.0,9053.0,2985.0,94.0,4861.0,0.0,1113.0
75516,2019,10,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2766.0,356.0,101.76,8.11,157.21,0.0,88.92,0.0,5.0,28313.0,11187.0,689.0,10316.0,0.0,6121.0
75519,2019,10,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2983.0,404.0,125.62,5.32,208.96,0.0,64.1,0.0,1.0,18421.0,7995.0,562.0,5612.0,0.0,4252.0
75522,2019,10,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",2431.0,705.0,79.73,10.55,496.08,2.0,116.64,0.0,12.0,45022.0,8232.0,1771.0,27656.0,62.0,7301.0
75538,2019,10,DL,Delta Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",6038.0,596.0,159.68,11.31,230.91,0.0,194.1,1.0,2.0,35395.0,14476.0,2416.0,7534.0,0.0,10969.0
75541,2019,10,DL,Delta Air Lines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",104.0,2.0,1.52,0.0,0.48,0.0,0.0,0.0,0.0,59.0,49.0,0.0,10.0,0.0,0.0
75546,2019,10,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",1223.0,171.0,58.16,1.25,71.14,1.0,39.45,0.0,0.0,8982.0,3750.0,92.0,3213.0,23.0,1904.0
75552,2019,10,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",676.0,96.0,35.33,1.16,36.77,1.0,21.74,0.0,0.0,3783.0,2104.0,23.0,906.0,31.0,719.0
75570,2019,10,DL,Delta Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",2600.0,298.0,87.87,6.62,138.34,0.0,65.18,0.0,5.0,15865.0,5799.0,611.0,4187.0,0.0,5268.0
75571,2019,10,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",1389.0,150.0,59.49,1.0,57.01,0.0,32.5,0.0,1.0,8260.0,4217.0,39.0,2165.0,0.0,1839.0
75572,2019,10,DL,Delta Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",480.0,71.0,19.81,0.0,21.6,0.3,29.29,0.0,0.0,3009.0,931.0,0.0,597.0,43.0,1438.0
75574,2019,10,DL,Delta Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",4164.0,448.0,157.99,10.3,151.16,0.0,128.54,0.0,1.0,26950.0,11886.0,1234.0,4623.0,0.0,9207.0
75578,2019,10,DL,Delta Air Lines Inc.,STL,"St. Louis, MO: St Louis Lambert International",625.0,58.0,27.98,0.0,14.58,0.0,15.44,0.0,0.0,2156.0,1193.0,0.0,468.0,0.0,495.0
75684,2019,10,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",381.0,104.0,26.14,0.91,37.67,0.0,39.27,3.0,0.0,6899.0,1565.0,53.0,1853.0,0.0,3428.0
75703,2019,10,F9,Frontier Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",157.0,37.0,12.06,0.0,8.37,0.0,16.58,0.0,0.0,2681.0,897.0,0.0,375.0,0.0,1409.0
75708,2019,10,F9,Frontier Airlines Inc.,DEN,"Denver, CO: Denver International",2655.0,691.0,151.76,4.86,295.87,0.0,238.5,53.0,0.0,50261.0,10674.0,853.0,17998.0,0.0,20736.0
75709,2019,10,F9,Frontier Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",119.0,36.0,8.01,1.44,13.26,0.0,13.29,0.0,0.0,2483.0,298.0,147.0,1059.0,0.0,979.0
75732,2019,10,F9,Frontier Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",124.0,42.0,13.75,0.36,12.47,0.0,15.42,1.0,0.0,2357.0,540.0,21.0,454.0,0.0,1342.0
75734,2019,10,F9,Frontier Airlines Inc.,LGA,"New York, NY: LaGuardia",93.0,31.0,4.24,1.79,16.74,0.0,8.23,2.0,0.0,1891.0,325.0,93.0,950.0,0.0,523.0
75744,2019,10,F9,Frontier Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",146.0,34.0,14.16,2.31,10.86,0.0,6.67,1.0,0.0,1686.0,712.0,166.0,451.0,0.0,357.0
75750,2019,10,F9,Frontier Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",282.0,72.0,26.62,1.18,21.87,0.0,22.32,7.0,0.0,5591.0,1686.0,113.0,1414.0,0.0,2378.0
75755,2019,10,F9,Frontier Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",214.0,46.0,16.22,0.57,12.36,0.0,16.84,3.0,0.0,2811.0,771.0,70.0,608.0,0.0,1362.0
75768,2019,10,F9,Frontier Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",76.0,29.0,7.08,0.9,11.76,0.0,9.26,0.0,0.0,1830.0,330.0,58.0,743.0,0.0,699.0
75769,2019,10,F9,Frontier Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",155.0,37.0,10.01,2.05,13.8,0.0,11.13,2.0,1.0,1800.0,371.0,139.0,613.0,0.0,677.0
75770,2019,10,F9,Frontier Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",48.0,9.0,1.9,0.0,2.23,0.0,4.87,0.0,0.0,847.0,120.0,0.0,94.0,0.0,633.0
75772,2019,10,F9,Frontier Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",135.0,40.0,7.43,0.86,17.95,0.0,13.75,2.0,0.0,2566.0,437.0,78.0,749.0,0.0,1302.0
75776,2019,10,F9,Frontier Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",120.0,36.0,17.2,1.62,4.54,0.0,12.63,2.0,0.0,2908.0,755.0,167.0,280.0,0.0,1706.0
76453,2019,10,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",333.0,63.0,14.32,0.76,28.44,0.0,19.48,0.0,1.0,3956.0,841.0,56.0,1040.0,0.0,2019.0
76472,2019,10,UA,United Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",134.0,31.0,7.8,0.03,7.28,0.0,15.9,0.0,0.0,1845.0,380.0,1.0,244.0,0.0,1220.0
76477,2019,10,UA,United Air Lines Inc.,DEN,"Denver, CO: Denver International",6052.0,991.0,174.54,20.17,466.52,1.0,328.78,40.0,9.0,68850.0,11956.0,2947.0,24842.0,36.0,29069.0
76478,2019,10,UA,United Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",655.0,161.0,31.61,2.11,80.23,0.0,47.06,1.0,9.0,11363.0,1826.0,114.0,5655.0,0.0,3768.0
76484,2019,10,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",5022.0,1230.0,142.32,12.88,822.06,0.0,252.74,12.0,10.0,91712.0,15108.0,794.0,52628.0,0.0,23182.0
76504,2019,10,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2338.0,369.0,107.89,8.26,141.23,0.0,111.62,11.0,1.0,23579.0,7104.0,770.0,5426.0,0.0,10279.0
76505,2019,10,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",780.0,258.0,19.95,1.68,177.86,0.0,58.51,7.0,2.0,16324.0,1010.0,73.0,10920.0,0.0,4321.0
76518,2019,10,UA,United Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",393.0,66.0,13.05,0.05,20.22,0.0,32.68,1.0,0.0,3156.0,659.0,5.0,530.0,0.0,1962.0
76524,2019,10,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",7162.0,988.0,193.78,18.03,384.56,0.0,391.63,8.0,2.0,65403.0,14909.0,2935.0,19088.0,0.0,28471.0
76529,2019,10,UA,United Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",675.0,131.0,33.64,3.27,58.14,0.0,35.95,0.0,0.0,6476.0,1501.0,443.0,1979.0,0.0,2553.0
76546,2019,10,UA,United Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",846.0,162.0,28.08,2.8,72.69,0.0,58.42,1.0,1.0,8354.0,1499.0,216.0,2648.0,0.0,3991.0
76547,2019,10,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",4821.0,606.0,183.42,7.7,209.22,0.0,205.67,11.0,5.0,37511.0,14099.0,518.0,6971.0,0.0,15923.0
76548,2019,10,UA,United Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",155.0,40.0,10.05,0.46,17.36,0.0,12.12,1.0,0.0,1791.0,485.0,35.0,592.0,0.0,679.0
76550,2019,10,UA,United Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",117.0,15.0,4.03,0.02,6.58,0.0,4.37,0.0,0.0,600.0,201.0,2.0,196.0,0.0,201.0
76555,2019,10,UA,United Air Lines Inc.,STL,"St. Louis, MO: St Louis Lambert International",87.0,12.0,2.33,0.0,5.61,0.0,4.07,0.0,0.0,1069.0,623.0,0.0,125.0,0.0,321.0
76564,2019,10,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3334.0,619.0,171.63,8.11,220.22,1.75,217.29,29.0,3.0,29009.0,9936.0,324.0,7763.0,51.0,10935.0
76576,2019,10,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",298.0,47.0,15.92,0.92,8.91,0.0,21.26,3.0,0.0,2011.0,491.0,140.0,318.0,0.0,1062.0
76582,2019,10,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",6308.0,995.0,267.93,21.52,334.76,1.24,369.57,135.0,7.0,45238.0,12538.0,1829.0,13636.0,37.0,17198.0
76587,2019,10,WN,Southwest Airlines Co.,EWR,"Newark, NJ: Newark Liberty International",494.0,189.0,60.97,3.0,86.72,0.9,37.41,9.0,0.0,11352.0,4057.0,279.0,4744.0,38.0,2234.0
76602,2019,10,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3524.0,490.0,200.88,8.86,88.13,1.85,190.28,63.0,3.0,21190.0,9545.0,744.0,2746.0,92.0,8063.0
76604,2019,10,WN,Southwest Airlines Co.,LGA,"New York, NY: LaGuardia",1053.0,352.0,76.7,8.11,193.75,0.0,73.44,15.0,2.0,19198.0,4352.0,446.0,10237.0,0.0,4163.0
76614,2019,10,WN,Southwest Airlines Co.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",672.0,95.0,29.35,1.88,18.04,0.0,45.74,9.0,1.0,4650.0,1528.0,230.0,637.0,0.0,2255.0
76616,2019,10,WN,Southwest Airlines Co.,OAK,"Oakland, CA: Metropolitan Oakland International",3596.0,408.0,131.98,2.88,69.69,0.91,202.54,61.0,0.0,17936.0,6876.0,113.0,1973.0,68.0,8906.0
76625,2019,10,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5293.0,693.0,223.69,8.27,126.28,4.2,330.57,51.0,1.0,32949.0,10887.0,878.0,4145.0,132.0,16907.0
76638,2019,10,WN,Southwest Airlines Co.,SEA,"Seattle, WA: Seattle/Tacoma International",904.0,169.0,61.08,1.16,58.88,0.9,46.99,9.0,1.0,7262.0,3234.0,36.0,1969.0,113.0,1910.0
76639,2019,10,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",1234.0,156.0,57.42,3.39,26.87,0.0,68.32,21.0,0.0,7721.0,3288.0,179.0,1182.0,0.0,3072.0
76640,2019,10,WN,Southwest Airlines Co.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",3238.0,363.0,108.58,5.23,47.9,0.56,200.73,58.0,0.0,18019.0,6390.0,451.0,1586.0,9.0,9583.0
76642,2019,10,WN,Southwest Airlines Co.,SLC,"Salt Lake City, UT: Salt Lake City International",927.0,168.0,53.18,1.44,23.51,0.0,89.88,4.0,0.0,6734.0,2008.0,84.0,644.0,0.0,3998.0
76645,2019,10,WN,Southwest Airlines Co.,STL,"St. Louis, MO: St Louis Lambert International",3499.0,422.0,144.63,9.59,66.83,1.0,199.95,17.0,0.0,22297.0,8226.0,1462.0,2006.0,35.0,10568.0
76869,2019,9,UA,United Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",111.0,20.0,2.71,0.1,7.76,0.0,9.42,1.0,0.0,1337.0,191.0,8.0,345.0,0.0,793.0
76874,2019,9,UA,United Air Lines Inc.,DEN,"Denver, CO: Denver International",6017.0,854.0,190.99,23.3,374.26,0.0,265.45,32.0,8.0,53648.0,14677.0,1948.0,16469.0,0.0,20554.0
76875,2019,9,UA,United Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",645.0,124.0,32.89,4.11,32.24,0.0,54.75,10.0,0.0,8151.0,1727.0,357.0,1526.0,0.0,4541.0
76880,2019,9,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",4713.0,933.0,161.16,12.57,537.28,0.0,221.99,63.0,8.0,72786.0,14634.0,1764.0,32457.0,0.0,23931.0
76899,2019,9,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2344.0,309.0,93.44,14.34,79.19,0.0,122.03,23.0,3.0,20874.0,5608.0,1694.0,3078.0,0.0,10494.0
76900,2019,9,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",752.0,220.0,15.92,7.66,140.07,0.0,56.36,14.0,10.0,11892.0,909.0,566.0,6513.0,0.0,3904.0
76913,2019,9,UA,United Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",334.0,65.0,13.27,3.71,23.17,0.0,24.84,3.0,0.0,3912.0,591.0,283.0,964.0,0.0,2074.0
76920,2019,9,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6867.0,1259.0,208.46,33.59,613.95,0.0,403.0,104.0,18.0,114691.0,18802.0,6994.0,52493.0,0.0,36402.0
76925,2019,9,UA,United Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",639.0,120.0,21.6,8.08,31.41,0.0,58.92,7.0,4.0,8418.0,1096.0,1195.0,1463.0,0.0,4664.0
76940,2019,9,UA,United Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",876.0,173.0,37.08,6.48,71.16,0.0,58.28,8.0,2.0,9556.0,2251.0,418.0,2283.0,0.0,4604.0
76941,2019,9,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",4505.0,1345.0,126.39,12.82,955.28,0.0,250.51,53.0,8.0,129863.0,13623.0,932.0,88311.0,0.0,26997.0
76942,2019,9,UA,United Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",188.0,31.0,10.22,2.78,8.32,0.0,9.67,2.0,0.0,1896.0,600.0,441.0,271.0,0.0,584.0
76944,2019,9,UA,United Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",118.0,17.0,4.52,1.21,5.18,0.0,6.09,2.0,0.0,1717.0,294.0,736.0,204.0,0.0,483.0
76949,2019,9,UA,United Air Lines Inc.,STL,"St. Louis, MO: St Louis Lambert International",88.0,7.0,4.24,0.59,1.3,0.0,0.86,0.0,0.0,258.0,136.0,44.0,59.0,0.0,19.0
76957,2019,9,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3115.0,300.0,89.4,2.86,98.53,0.98,108.23,40.0,14.0,12897.0,3793.0,445.0,3864.0,116.0,4679.0
76969,2019,9,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",259.0,19.0,6.91,0.0,5.65,0.0,6.44,7.0,0.0,690.0,253.0,0.0,200.0,0.0,237.0
76975,2019,9,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",5991.0,746.0,209.15,13.57,286.09,3.69,233.49,49.0,7.0,35551.0,9961.0,1277.0,12328.0,232.0,11753.0
76980,2019,9,WN,Southwest Airlines Co.,EWR,"Newark, NJ: Newark Liberty International",405.0,84.0,22.16,1.82,43.09,1.0,15.94,11.0,0.0,4642.0,1357.0,141.0,2261.0,54.0,829.0
76995,2019,9,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3382.0,338.0,136.76,4.43,62.48,0.53,133.8,79.0,3.0,15487.0,6295.0,626.0,1913.0,10.0,6643.0
76997,2019,9,WN,Southwest Airlines Co.,LGA,"New York, NY: LaGuardia",1018.0,247.0,44.01,4.3,151.83,0.0,46.86,13.0,2.0,11708.0,2496.0,695.0,6257.0,0.0,2260.0
77007,2019,9,WN,Southwest Airlines Co.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",630.0,95.0,38.95,1.59,30.12,0.0,24.35,4.0,1.0,5319.0,2344.0,169.0,1266.0,0.0,1540.0
77009,2019,9,WN,Southwest Airlines Co.,OAK,"Oakland, CA: Metropolitan Oakland International",3416.0,336.0,120.19,3.2,60.26,2.0,150.36,29.0,0.0,14749.0,5620.0,349.0,1664.0,40.0,7076.0
