,year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
73053,2019,12,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",6217.0,1214.0,420.17,11.93,233.3,7.56,541.04,55.0,2.0,58810.0,20646.0,830.0,9000.0,297.0,28037.0
73072,2019,12,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3307.0,894.0,312.09,6.7,207.48,2.84,364.89,49.0,2.0,43436.0,15552.0,421.0,8074.0,70.0,19319.0
73074,2019,12,WN,Southwest Airlines Co.,LGA,"New York, NY: LaGuardia",1118.0,393.0,110.86,3.88,167.61,0.0,110.66,17.0,5.0,23137.0,6486.0,384.0,10029.0,0.0,6238.0
73085,2019,12,WN,Southwest Airlines Co.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",551.0,132.0,58.17,0.15,16.95,0.0,56.73,7.0,0.0,6089.0,2283.0,17.0,962.0,0.0,2827.0
73087,2019,12,WN,Southwest Airlines Co.,OAK,"Oakland, CA: Metro Oakland International",3601.0,883.0,280.47,3.47,230.51,1.25,367.29,43.0,1.0,41853.0,13919.0,172.0,8516.0,113.0,19133.0
73096,2019,12,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5017.0,1148.0,364.08,4.93,230.63,3.49,544.87,43.0,3.0,53049.0,16484.0,452.0,7384.0,93.0,28636.0
73109,2019,12,WN,Southwest Airlines Co.,SEA,"Seattle, WA: Seattle/Tacoma International",932.0,281.0,119.05,0.97,60.45,0.0,100.53,2.0,0.0,11801.0,4779.0,62.0,2141.0,0.0,4819.0
73110,2019,12,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",1194.0,435.0,88.1,7.49,193.05,0.0,146.36,76.0,1.0,33218.0,6585.0,1039.0,15283.0,0.0,10311.0
73111,2019,12,WN,Southwest Airlines Co.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",3029.0,589.0,170.38,1.09,80.34,0.78,336.41,29.0,1.0,27493.0,8306.0,61.0,2511.0,18.0,16597.0
73113,2019,12,WN,Southwest Airlines Co.,SLC,"Salt Lake City, UT: Salt Lake City International",748.0,256.0,109.05,1.65,23.88,1.02,120.41,3.0,5.0,12475.0,4677.0,36.0,960.0,46.0,6756.0
73116,2019,12,WN,Southwest Airlines Co.,STL,"St. Louis, MO: St Louis Lambert International",3304.0,583.0,205.43,4.68,82.36,1.4,289.12,52.0,11.0,28292.0,9972.0,371.0,2987.0,52.0,14910.0
73449,2019,11,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1067.0,147.0,67.37,1.13,28.53,0.0,49.97,3.0,1.0,7973.0,3735.0,351.0,872.0,0.0,3015.0
73463,2019,11,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",8467.0,839.0,289.51,5.29,200.53,2.58,341.08,32.0,13.0,62163.0,30936.0,668.0,5748.0,95.0,24716.0
73468,2019,11,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",820.0,148.0,59.62,5.52,41.6,0.17,41.09,8.0,0.0,7401.0,2676.0,493.0,1443.0,10.0,2779.0
73469,2019,11,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",12815.0,2003.0,534.84,21.71,703.98,4.9,737.58,34.0,7.0,129869.0,51004.0,2837.0,22093.0,139.0,53796.0
73474,2019,11,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",663.0,178.0,32.78,4.9,96.93,0.0,43.39,2.0,2.0,9422.0,1780.0,455.0,4107.0,0.0,3080.0
73489,2019,11,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1207.0,153.0,75.86,0.41,37.62,0.0,39.1,6.0,0.0,9613.0,4898.0,79.0,1198.0,0.0,3438.0
73492,2019,11,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3469.0,577.0,173.76,4.55,208.86,1.14,188.69,20.0,10.0,37283.0,14846.0,460.0,6788.0,32.0,15157.0
73494,2019,11,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1902.0,252.0,62.78,3.16,107.15,0.0,78.91,20.0,2.0,15889.0,4294.0,207.0,5484.0,0.0,5904.0
73506,2019,11,AA,American Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",544.0,82.0,27.26,8.14,24.52,0.0,22.08,5.0,0.0,5696.0,921.0,2250.0,1043.0,0.0,1482.0
73509,2019,11,AA,American Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",77.0,8.0,1.34,0.0,2.92,0.0,3.75,0.0,0.0,465.0,129.0,0.0,148.0,0.0,188.0
73514,2019,11,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",5532.0,758.0,205.79,19.86,292.65,3.37,236.32,103.0,16.0,66829.0,18946.0,4109.0,19986.0,231.0,23557.0
73519,2019,11,AA,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4540.0,685.0,239.2,9.3,228.82,2.39,205.29,13.0,2.0,58341.0,32532.0,792.0,7247.0,93.0,17677.0
73534,2019,11,AA,American Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",596.0,97.0,33.75,1.11,29.04,0.04,33.05,3.0,2.0,5249.0,1685.0,58.0,840.0,8.0,2658.0
73535,2019,11,AA,American Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",1132.0,207.0,49.25,0.14,117.1,1.17,39.34,7.0,7.0,11892.0,2929.0,31.0,6161.0,28.0,2743.0
73536,2019,11,AA,American Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",305.0,44.0,10.98,1.64,19.14,0.0,12.24,0.0,0.0,2631.0,1039.0,126.0,616.0,0.0,850.0
73538,2019,11,AA,American Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",298.0,38.0,15.99,0.0,7.77,0.0,14.25,1.0,1.0,1451.0,579.0,0.0,222.0,0.0,650.0
73542,2019,11,AA,American Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",701.0,100.0,43.29,3.78,21.05,0.0,31.87,4.0,0.0,5536.0,2411.0,314.0,744.0,0.0,2067.0
73555,2019,11,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",59.0,5.0,1.6,0.0,2.4,0.0,1.0,0.0,0.0,279.0,141.0,0.0,107.0,0.0,31.0
73568,2019,11,AS,Alaska Airlines Inc.,DEN,"Denver, CO: Denver International",144.0,39.0,7.18,0.0,24.66,0.0,7.16,6.0,0.0,1423.0,357.0,0.0,678.0,0.0,388.0
73569,2019,11,AS,Alaska Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",117.0,26.0,5.37,0.0,14.54,0.0,6.09,0.0,0.0,733.0,167.0,0.0,352.0,0.0,214.0
73571,2019,11,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",318.0,55.0,0.45,1.0,48.67,0.0,4.88,0.0,1.0,2885.0,13.0,79.0,2644.0,0.0,149.0
73579,2019,11,AS,Alaska Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",408.0,59.0,17.64,1.0,29.17,0.32,10.88,0.0,0.0,2746.0,1018.0,75.0,1058.0,7.0,588.0
73584,2019,11,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1565.0,230.0,51.43,4.97,95.57,1.0,77.03,15.0,5.0,11027.0,3468.0,261.0,2677.0,42.0,4579.0
73589,2019,11,AS,Alaska Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",88.0,18.0,3.75,0.05,4.59,0.0,9.61,0.0,0.0,1058.0,364.0,7.0,163.0,0.0,524.0
73591,2019,11,AS,Alaska Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",206.0,27.0,6.67,0.01,8.19,0.0,12.13,2.0,1.0,1621.0,618.0,1.0,257.0,0.0,745.0
73597,2019,11,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",259.0,47.0,12.67,1.86,20.36,0.0,12.11,4.0,0.0,2566.0,789.0,149.0,1003.0,0.0,625.0
73601,2019,11,AS,Alaska Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",225.0,36.0,10.46,0.89,15.34,0.0,9.3,0.0,1.0,1229.0,469.0,25.0,322.0,0.0,413.0
73611,2019,11,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",5507.0,938.0,174.98,10.99,487.39,1.27,263.36,41.0,10.0,43798.0,11828.0,779.0,16182.0,35.0,14974.0
73612,2019,11,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",1758.0,328.0,45.09,0.18,186.97,0.0,95.75,22.0,1.0,21247.0,3881.0,20.0,11787.0,0.0,5559.0
73614,2019,11,AS,Alaska Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",591.0,85.0,21.76,1.45,30.2,0.0,31.59,7.0,2.0,4488.0,1465.0,92.0,894.0,0.0,2037.0
73615,2019,11,AS,Alaska Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",58.0,11.0,2.1,0.98,4.58,0.0,3.35,0.0,0.0,540.0,97.0,164.0,128.0,0.0,151.0
73618,2019,11,AS,Alaska Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",57.0,7.0,0.6,0.0,3.01,0.0,3.39,0.0,0.0,207.0,12.0,0.0,82.0,0.0,113.0
73625,2019,11,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",269.0,53.0,31.93,0.0,9.16,0.0,11.9,0.0,1.0,2538.0,1538.0,0.0,293.0,0.0,707.0
73637,2019,11,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",135.0,36.0,16.73,0.0,9.46,0.0,9.81,0.0,1.0,1928.0,933.0,0.0,293.0,0.0,702.0
73639,2019,11,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",81.0,20.0,7.72,1.16,7.4,0.0,3.72,0.0,0.0,1033.0,523.0,64.0,236.0,0.0,210.0
73640,2019,11,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",50.0,10.0,4.61,0.0,4.5,0.0,0.88,0.0,0.0,391.0,214.0,0.0,162.0,0.0,15.0
73642,2019,11,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",791.0,290.0,60.24,0.0,182.21,1.0,46.55,0.0,2.0,16425.0,3407.0,0.0,9474.0,35.0,3509.0
73647,2019,11,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3295.0,523.0,200.95,3.58,143.75,0.92,173.8,5.0,4.0,30074.0,12351.0,492.0,4982.0,57.0,12192.0
73649,2019,11,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",592.0,103.0,28.62,1.0,60.45,0.0,12.93,0.0,1.0,4618.0,1683.0,85.0,1873.0,0.0,977.0
73650,2019,11,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",443.0,97.0,32.87,0.0,41.9,0.0,22.23,0.0,0.0,5511.0,2467.0,0.0,1838.0,0.0,1206.0
73653,2019,11,B6,JetBlue Airways,MSP,"Minneapolis, MN: Minneapolis-St Paul International",84.0,15.0,8.38,0.0,3.68,0.0,2.94,0.0,2.0,611.0,336.0,0.0,105.0,0.0,170.0
73655,2019,11,B6,JetBlue Airways,OAK,"Oakland, CA: Metropolitan Oakland International",80.0,8.0,3.32,0.0,2.37,0.0,2.3,0.0,1.0,356.0,159.0,0.0,86.0,0.0,111.0
73657,2019,11,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",224.0,51.0,19.67,0.0,21.47,0.0,9.87,2.0,2.0,3552.0,893.0,0.0,1865.0,0.0,794.0
73662,2019,11,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",90.0,14.0,6.36,0.0,5.54,0.0,2.1,0.0,0.0,515.0,246.0,0.0,179.0,0.0,90.0
73674,2019,11,B6,JetBlue Airways,SEA,"Seattle, WA: Seattle/Tacoma International",164.0,26.0,9.27,0.0,12.6,0.0,4.13,0.0,0.0,1807.0,891.0,0.0,347.0,0.0,569.0
73675,2019,11,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",454.0,71.0,17.95,0.89,45.59,1.0,5.57,0.0,2.0,3941.0,1165.0,56.0,2311.0,15.0,394.0
73676,2019,11,B6,JetBlue Airways,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",102.0,10.0,6.4,0.0,1.83,0.0,1.77,0.0,2.0,891.0,515.0,0.0,48.0,0.0,328.0
73678,2019,11,B6,JetBlue Airways,SLC,"Salt Lake City, UT: Salt Lake City International",230.0,28.0,13.17,0.0,6.73,0.0,8.11,0.0,1.0,1282.0,687.0,0.0,185.0,0.0,410.0
73690,2019,11,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19505.0,1445.0,436.19,33.16,570.74,1.0,403.91,1.0,6.0,82689.0,40000.0,4737.0,18248.0,108.0,19596.0
73713,2019,11,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",622.0,72.0,24.78,0.19,33.9,0.0,13.14,0.0,0.0,3129.0,1249.0,19.0,1152.0,0.0,709.0
73722,2019,11,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",957.0,127.0,32.05,5.82,70.81,0.0,18.32,0.0,5.0,8095.0,2087.0,1435.0,2812.0,0.0,1761.0
73723,2019,11,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",933.0,177.0,64.9,3.29,66.75,0.0,42.07,1.0,0.0,12725.0,6348.0,1228.0,2670.0,0.0,2479.0
73728,2019,11,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",466.0,99.0,17.68,1.48,67.32,0.0,12.51,0.0,0.0,5064.0,1537.0,285.0,2516.0,0.0,726.0
73756,2019,11,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2621.0,253.0,99.28,6.98,79.09,0.0,67.64,0.0,1.0,14016.0,7181.0,218.0,2524.0,0.0,4093.0
73759,2019,11,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2790.0,377.0,101.0,7.96,184.94,0.94,82.16,0.0,4.0,20256.0,7140.0,728.0,5957.0,117.0,6314.0
73762,2019,11,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",2278.0,333.0,83.64,7.98,166.89,0.0,74.48,5.0,6.0,22622.0,8102.0,2162.0,8132.0,0.0,4226.0
73778,2019,11,DL,Delta Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",5558.0,719.0,147.83,17.27,286.09,0.85,266.95,6.0,8.0,39067.0,10119.0,2930.0,10856.0,41.0,15121.0
73781,2019,11,DL,Delta Air Lines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",103.0,7.0,2.2,0.0,4.8,0.0,0.0,0.0,1.0,295.0,97.0,0.0,198.0,0.0,0.0
73786,2019,11,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",1139.0,161.0,51.0,5.3,73.35,0.0,31.36,13.0,2.0,17270.0,3868.0,2007.0,9495.0,0.0,1900.0
73792,2019,11,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",698.0,108.0,24.72,2.67,64.58,0.0,16.04,0.0,0.0,5321.0,1330.0,926.0,2097.0,0.0,968.0
73809,2019,11,DL,Delta Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",2329.0,295.0,76.11,6.44,119.23,1.0,92.21,0.0,7.0,18157.0,6877.0,872.0,3920.0,41.0,6447.0
73810,2019,11,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",1225.0,185.0,34.37,4.51,120.42,0.0,25.7,0.0,1.0,16243.0,4021.0,1942.0,7909.0,0.0,2371.0
73811,2019,11,DL,Delta Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",393.0,43.0,13.38,1.21,16.55,0.0,11.87,0.0,0.0,2676.0,1011.0,50.0,665.0,0.0,950.0
73813,2019,11,DL,Delta Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",3928.0,446.0,134.8,11.99,150.62,0.0,148.58,0.0,1.0,28940.0,10764.0,2471.0,4692.0,0.0,11013.0
73817,2019,11,DL,Delta Air Lines Inc.,STL,"St. Louis, MO: St Louis Lambert International",577.0,61.0,19.81,1.06,31.29,0.0,8.85,0.0,0.0,3402.0,1529.0,203.0,1175.0,0.0,495.0
73921,2019,11,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",353.0,69.0,26.6,0.0,20.11,0.0,22.29,1.0,0.0,3668.0,1473.0,0.0,761.0,0.0,1434.0
73940,2019,11,F9,Frontier Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",140.0,34.0,13.81,0.0,9.62,0.0,10.57,0.0,0.0,2323.0,1072.0,0.0,297.0,0.0,954.0
73945,2019,11,F9,Frontier Airlines Inc.,DEN,"Denver, CO: Denver International",2065.0,420.0,101.29,10.14,148.4,0.0,160.17,31.0,2.0,27010.0,7268.0,1232.0,6347.0,0.0,12163.0
73946,2019,11,F9,Frontier Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",102.0,33.0,12.22,0.0,12.68,0.0,8.09,0.0,0.0,1975.0,818.0,0.0,594.0,0.0,563.0
73950,2019,11,F9,Frontier Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",85.0,25.0,7.21,0.0,14.77,0.0,3.02,1.0,0.0,1321.0,628.0,0.0,473.0,0.0,220.0
73969,2019,11,F9,Frontier Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",97.0,15.0,6.71,0.0,2.95,0.0,5.34,2.0,0.0,901.0,396.0,0.0,120.0,0.0,385.0
73971,2019,11,F9,Frontier Airlines Inc.,LGA,"New York, NY: LaGuardia",90.0,22.0,5.39,0.0,9.57,0.0,7.04,1.0,0.0,1153.0,315.0,0.0,416.0,0.0,422.0
73981,2019,11,F9,Frontier Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",121.0,37.0,7.08,0.67,11.18,0.0,18.07,3.0,0.0,2400.0,353.0,20.0,451.0,0.0,1576.0
73987,2019,11,F9,Frontier Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",242.0,41.0,9.85,0.0,13.44,0.0,17.71,3.0,0.0,4019.0,587.0,0.0,1201.0,0.0,2231.0
73992,2019,11,F9,Frontier Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",315.0,78.0,22.68,0.72,28.78,0.0,25.82,1.0,1.0,4160.0,1276.0,13.0,974.0,0.0,1897.0
74006,2019,11,F9,Frontier Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",49.0,15.0,7.8,0.0,4.45,0.0,2.76,0.0,0.0,682.0,301.0,0.0,193.0,0.0,188.0
74007,2019,11,F9,Frontier Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",136.0,42.0,6.21,1.64,21.57,0.0,12.58,2.0,0.0,2096.0,135.0,44.0,907.0,0.0,1010.0
74008,2019,11,F9,Frontier Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",42.0,9.0,2.13,0.0,0.46,0.0,6.41,2.0,0.0,472.0,66.0,0.0,10.0,0.0,396.0
74010,2019,11,F9,Frontier Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",139.0,31.0,12.83,2.36,9.55,0.0,6.26,1.0,0.0,1771.0,627.0,228.0,286.0,0.0,630.0
74014,2019,11,F9,Frontier Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",92.0,28.0,12.85,0.47,6.66,0.0,8.02,0.0,0.0,1911.0,902.0,69.0,253.0,0.0,687.0
74703,2019,11,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",350.0,52.0,16.35,1.11,12.94,0.0,21.61,0.0,0.0,2737.0,759.0,48.0,416.0,0.0,1514.0
74719,2019,11,UA,United Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",67.0,17.0,4.15,0.02,4.14,0.0,8.69,0.0,0.0,1457.0,152.0,15.0,247.0,0.0,1043.0
74724,2019,11,UA,United Air Lines Inc.,DEN,"Denver, CO: Denver International",5570.0,769.0,188.25,15.43,344.06,1.0,220.26,43.0,2.0,52389.0,17753.0,2231.0,12258.0,48.0,20099.0
74725,2019,11,UA,United Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",529.0,83.0,20.15,1.68,22.49,0.0,38.68,3.0,0.0,5016.0,1462.0,131.0,947.0,0.0,2476.0
74731,2019,11,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",4900.0,1049.0,142.95,8.21,660.7,0.0,237.14,16.0,5.0,69539.0,15301.0,849.0,31894.0,0.0,21495.0
74750,2019,11,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2191.0,327.0,82.57,3.52,140.46,0.0,100.45,9.0,1.0,22141.0,7293.0,248.0,4384.0,0.0,10216.0
74751,2019,11,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",651.0,135.0,23.18,2.73,69.59,0.0,39.51,6.0,3.0,8897.0,2055.0,136.0,3652.0,0.0,3054.0
74764,2019,11,UA,United Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",244.0,38.0,5.56,1.22,16.04,0.0,15.18,1.0,1.0,2687.0,334.0,144.0,792.0,0.0,1417.0
74770,2019,11,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6143.0,870.0,175.95,10.81,368.89,0.0,314.35,78.0,11.0,84041.0,15752.0,2339.0,36664.0,0.0,29286.0
74775,2019,11,UA,United Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",669.0,115.0,28.17,1.03,49.69,0.0,36.12,3.0,0.0,6582.0,1669.0,73.0,1652.0,0.0,3188.0
74788,2019,11,UA,United Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",747.0,136.0,25.18,2.25,68.17,0.0,40.4,2.0,1.0,7221.0,1185.0,124.0,1980.0,0.0,3932.0
74789,2019,11,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",4408.0,779.0,145.85,9.89,409.8,0.0,213.46,14.0,3.0,56383.0,12689.0,1504.0,23639.0,0.0,18551.0
74790,2019,11,UA,United Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",148.0,26.0,4.51,2.23,10.83,0.0,8.43,0.0,0.0,1351.0,247.0,101.0,333.0,0.0,670.0
74792,2019,11,UA,United Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",52.0,9.0,2.58,0.0,4.88,0.0,1.54,0.0,0.0,250.0,63.0,0.0,147.0,0.0,40.0
74797,2019,11,UA,United Air Lines Inc.,STL,"St. Louis, MO: St Louis Lambert International",60.0,10.0,1.64,0.0,2.87,0.0,5.49,0.0,0.0,714.0,45.0,0.0,183.0,0.0,486.0
74806,2019,11,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2925.0,280.0,110.12,4.38,50.74,1.58,113.19,22.0,3.0,13249.0,5790.0,222.0,1754.0,47.0,5436.0
74818,2019,11,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",277.0,33.0,13.71,0.0,4.08,0.0,15.21,2.0,1.0,1385.0,462.0,0.0,148.0,0.0,775.0
74824,2019,11,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",5916.0,918.0,283.09,16.35,262.18,4.32,352.05,125.0,9.0,39565.0,12363.0,778.0,8796.0,457.0,17171.0
74829,2019,11,WN,Southwest Airlines Co.,EWR,"Newark, NJ: Newark Liberty International",25.0,10.0,0.49,0.0,7.75,0.0,1.76,1.0,0.0,496.0,24.0,0.0,404.0,0.0,68.0
74844,2019,11,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3143.0,524.0,172.52,4.38,137.12,8.11,201.88,58.0,1.0,24907.0,8593.0,212.0,5542.0,344.0,10216.0
74846,2019,11,WN,Southwest Airlines Co.,LGA,"New York, NY: LaGuardia",1051.0,216.0,73.58,2.8,85.38,1.81,52.42,8.0,1.0,8954.0,3352.0,93.0,2906.0,85.0,2518.0
74857,2019,11,WN,Southwest Airlines Co.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",526.0,82.0,31.08,0.33,12.23,0.0,38.36,19.0,0.0,3396.0,1505.0,29.0,331.0,0.0,1531.0
74859,2019,11,WN,Southwest Airlines Co.,OAK,"Oakland, CA: Metropolitan Oakland International",3410.0,471.0,150.04,1.0,124.83,1.31,193.82,63.0,13.0,23311.0,7085.0,119.0,5776.0,40.0,10291.0
74868,2019,11,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4835.0,775.0,241.72,12.54,213.46,4.79,302.49,65.0,2.0,34346.0,10979.0,675.0,7106.0,151.0,15435.0
74881,2019,11,WN,Southwest Airlines Co.,SEA,"Seattle, WA: Seattle/Tacoma International",879.0,161.0,56.12,1.53,54.89,0.0,48.46,7.0,2.0,7035.0,2770.0,68.0,1580.0,0.0,2617.0
74882,2019,11,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",1159.0,241.0,51.52,8.36,97.14,0.0,83.98,34.0,1.0,15679.0,2790.0,394.0,7756.0,0.0,4739.0
74883,2019,11,WN,Southwest Airlines Co.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",2849.0,347.0,106.39,1.04,43.58,1.57,194.43,39.0,4.0,17817.0,6169.0,57.0,1557.0,51.0,9983.0
74885,2019,11,WN,Southwest Airlines Co.,SLC,"Salt Lake City, UT: Salt Lake City International",720.0,140.0,58.13,0.38,16.1,0.0,65.39,4.0,0.0,6318.0,2669.0,22.0,497.0,0.0,3130.0
74888,2019,11,WN,Southwest Airlines Co.,STL,"St. Louis, MO: St Louis Lambert International",3134.0,381.0,145.71,2.83,63.18,4.12,165.16,12.0,2.0,18151.0,7840.0,134.0,2338.0,118.0,7721.0
75206,2019,10,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1178.0,264.0,65.02,5.39,102.74,0.0,90.85,7.0,1.0,14153.0,3604.0,269.0,3871.0,0.0,6409.0
75220,2019,10,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",8876.0,1101.0,352.15,7.89,276.51,0.48,463.97,61.0,5.0,78353.0,34214.0,710.0,9793.0,23.0,33613.0
75225,2019,10,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",864.0,215.0,66.1,8.57,81.78,0.0,58.55,12.0,1.0,12767.0,3793.0,1133.0,4012.0,0.0,3829.0
75226,2019,10,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13308.0,2685.0,591.04,74.51,1049.55,2.45,967.44,277.0,110.0,199870.0,56367.0,13718.0,61961.0,166.0,67658.0
75231,2019,10,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",710.0,236.0,44.31,4.07,124.05,1.0,62.57,4.0,1.0,14135.0,3076.0,180.0,6592.0,187.0,4100.0
